Timestamp,User,Action,File Name,Status
2026-08-31 20:01:04,admin,Report Export (TXT),security_report_20260831_200104.txt,SUCCESS
2026-08-31 20:01:04,admin,Add Permission,test_sample.txt,GRANTED Read to otheruser
2026-08-31 20:01:04,admin,Access Check (Delete),test_sample.txt,ACCESS GRANTED (Admin)
2026-08-31 20:01:04,testuser,Access Check (Read),test_sample.txt,ACCESS GRANTED (Owner)
2026-08-31 20:01:04,testuser,Integrity Verification,test_sample.txt,FAILED - Hash Mismatch
2026-08-31 20:01:04,testuser,Signature Verification,test_sample.txt,SUCCESS - Valid Signature
2026-08-31 20:01:04,testuser,Digital Signature,test_sample.txt,SUCCESS
2026-08-31 20:01:04,testuser,Integrity Verification,test_sample.txt,SUCCESS - Integrity Verified
2026-08-31 20:01:04,testuser,Generate Hash,test_sample.txt,SUCCESS
2026-08-31 20:01:04,testuser,File Decryption,test_sample.txt,SUCCESS
2026-08-31 20:01:04,testuser,File Transfer,enc_test_sample.txt.pqc,SUCCESS
2026-08-31 20:01:04,testuser,File Encryption,test_sample.txt,SUCCESS
2026-08-31 20:01:03,testuser,PQC Key Renewal,PQC-TESTUSER-1788186663,SUCCESS
2026-08-31 20:01:03,testuser,PQC Key Generation,PQC-TESTUSER-1788186663,SUCCESS
2026-08-31 20:01:03,admin,User Login,N/A,SUCCESS
2026-08-31 20:01:03,testuser,User Login,N/A,SUCCESS
2026-08-31 20:01:03,testuser,User Registration,N/A,SUCCESS
2026-08-31 19:53:37,admin,Report Export (CSV),audit_logs_20260831_195337.csv,SUCCESS
2026-08-31 19:53:37,admin,Report Export (TXT),security_report_20260831_195337.txt,SUCCESS
2026-08-31 19:53:37,admin,Add Permission,test_sample.txt,GRANTED Read to otheruser
2026-08-31 19:53:37,admin,Access Check (Delete),test_sample.txt,ACCESS GRANTED (Admin)
2026-08-31 19:53:37,testuser,Access Check (Read),test_sample.txt,ACCESS GRANTED (Owner)
2026-08-31 19:53:37,testuser,Integrity Verification,test_sample.txt,FAILED - Hash Mismatch
2026-08-31 19:53:37,testuser,Signature Verification,test_sample.txt,SUCCESS - Valid Signature
2026-08-31 19:53:37,testuser,Digital Signature,test_sample.txt,SUCCESS
2026-08-31 19:53:37,testuser,Integrity Verification,test_sample.txt,SUCCESS - Integrity Verified
2026-08-31 19:53:37,testuser,Generate Hash,test_sample.txt,SUCCESS
2026-08-31 19:53:37,testuser,File Decryption,test_sample.txt,SUCCESS
2026-08-31 19:53:36,testuser,File Transfer,enc_test_sample.txt.pqc,SUCCESS
2026-08-31 19:53:36,testuser,File Encryption,test_sample.txt,SUCCESS
2026-08-31 19:53:36,testuser,PQC Key Renewal,PQC-TESTUSER-1788186216,SUCCESS
2026-08-31 19:53:36,testuser,PQC Key Generation,PQC-TESTUSER-1788186216,SUCCESS
2026-08-31 19:53:36,admin,User Login,N/A,SUCCESS
2026-08-31 19:53:36,testuser,User Login,N/A,SUCCESS
2026-08-31 19:53:35,testuser,User Registration,N/A,SUCCESS
2026-08-31 19:46:16,admin,Signature Verification,Adaptive_Zero_Trust_Network_Access_Management_System (1) (2) (1).pptx,SUCCESS - Valid Signature
2026-08-31 19:46:14,admin,Digital Signature,Adaptive_Zero_Trust_Network_Access_Management_System (1) (2) (1).pptx,SUCCESS
2026-08-31 19:46:09,admin,Generate Hash,Adaptive_Zero_Trust_Network_Access_Management_System (1) (2) (1).pptx,SUCCESS
2026-08-31 19:45:57,admin,File Decryption,Adaptive_Zero_Trust_Network_Access_Management_System (1) (2) (1).pptx,SUCCESS
2026-08-31 19:45:52,admin,File Transfer,enc_Adaptive_Zero_Trust_Network_Access_Management_System (1) (2) (1).pptx.pqc,SUCCESS
2026-08-31 19:45:45,admin,File Encryption,Adaptive_Zero_Trust_Network_Access_Management_System (1) (2) (1).pptx,SUCCESS
2026-08-31 19:45:27,admin,User Login,N/A,SUCCESS
2026-08-31 19:45:14,admin,PQC Key Generation,PQC-ADMIN-1788185714,SUCCESS
2026-08-31 19:45:10,admin,PQC Key Generation,PQC-ADMIN-1788185710,SUCCESS
2026-08-31 18:32:01,admin,Report Export (CSV),audit_logs_20260831_183201.csv,SUCCESS
2026-08-31 18:32:01,admin,Report Export (TXT),security_report_20260831_183201.txt,SUCCESS
2026-08-31 18:32:01,admin,Add Permission,test_sample.txt,GRANTED Read to otheruser
2026-08-31 18:32:01,admin,Access Check (Delete),test_sample.txt,ACCESS GRANTED (Admin)
2026-08-31 18:32:01,testuser,Access Check (Read),test_sample.txt,ACCESS GRANTED (Owner)
2026-08-31 18:32:01,testuser,Integrity Verification,test_sample.txt,FAILED - Hash Mismatch
2026-08-31 18:32:01,testuser,Signature Verification,test_sample.txt,SUCCESS - Valid Signature
2026-08-31 18:32:01,testuser,Digital Signature,test_sample.txt,SUCCESS
2026-08-31 18:32:01,testuser,Integrity Verification,test_sample.txt,SUCCESS - Integrity Verified
2026-08-31 18:32:01,testuser,Generate Hash,test_sample.txt,SUCCESS
2026-08-31 18:32:01,testuser,File Decryption,test_sample.txt,SUCCESS
2026-08-31 18:32:01,testuser,File Transfer,enc_test_sample.txt.pqc,SUCCESS
2026-08-31 18:32:01,testuser,File Encryption,test_sample.txt,SUCCESS
2026-08-31 18:32:01,testuser,PQC Key Renewal,PQC-TESTUSER-1788181321,SUCCESS
2026-08-31 18:32:01,testuser,PQC Key Generation,PQC-TESTUSER-1788181321,SUCCESS
2026-08-31 18:32:00,admin,User Login,N/A,SUCCESS
2026-08-31 18:32:00,testuser,User Login,N/A,SUCCESS
2026-08-31 18:32:00,testuser,User Registration,N/A,SUCCESS
2026-08-31 18:21:55,admin,User Login,N/A,SUCCESS
2026-08-31 18:21:45,admin,User Logout,N/A,SUCCESS
2026-08-31 18:21:39,admin,Report Export (TXT),security_report_20260831_182139.txt,SUCCESS
2026-08-31 18:21:17,admin,PQC Key Generation,PQC-ADMIN-1788180677,SUCCESS
2026-08-31 18:21:02,admin,User Login,N/A,SUCCESS
2026-08-31 18:14:19,admin,Report Export (CSV),audit_logs_20260831_181419.csv,SUCCESS
2026-08-31 18:14:19,admin,Report Export (TXT),security_report_20260831_181419.txt,SUCCESS
2026-08-31 18:14:19,admin,Add Permission,test_sample.txt,GRANTED Read to otheruser
2026-08-31 18:14:19,admin,Access Check (Delete),test_sample.txt,ACCESS GRANTED (Admin)
2026-08-31 18:14:19,testuser,Access Check (Read),test_sample.txt,ACCESS GRANTED (Owner)
2026-08-31 18:14:19,testuser,Integrity Verification,test_sample.txt,FAILED - Hash Mismatch
2026-08-31 18:14:19,testuser,Signature Verification,test_sample.txt,SUCCESS - Valid Signature
2026-08-31 18:14:19,testuser,Digital Signature,test_sample.txt,SUCCESS
2026-08-31 18:14:19,testuser,Integrity Verification,test_sample.txt,SUCCESS - Integrity Verified
2026-08-31 18:14:19,testuser,Generate Hash,test_sample.txt,SUCCESS
2026-08-31 18:14:19,testuser,File Decryption,test_sample.txt,SUCCESS
2026-08-31 18:14:19,testuser,File Transfer,enc_test_sample.txt.pqc,SUCCESS
2026-08-31 18:14:19,testuser,File Encryption,test_sample.txt,SUCCESS
2026-08-31 18:14:19,testuser,PQC Key Renewal,PQC-TESTUSER-1788180259,SUCCESS
2026-08-31 18:14:19,testuser,PQC Key Generation,PQC-TESTUSER-1788180259,SUCCESS
2026-08-31 18:14:19,admin,User Login,N/A,SUCCESS
2026-08-31 18:14:19,testuser,User Login,N/A,SUCCESS
2026-08-31 18:14:19,testuser,User Registration,N/A,SUCCESS
2026-08-31 17:54:59,admin,Report Export (CSV),audit_logs_20260831_175459.csv,SUCCESS
2026-08-31 17:54:59,admin,Report Export (TXT),security_report_20260831_175459.txt,SUCCESS
2026-08-31 17:54:59,admin,Add Permission,test_sample.txt,GRANTED Read to otheruser
2026-08-31 17:54:59,admin,Access Check (Delete),test_sample.txt,ACCESS GRANTED (Admin)
2026-08-31 17:54:59,testuser,Access Check (Read),test_sample.txt,ACCESS GRANTED (Owner)
2026-08-31 17:54:59,testuser,Integrity Verification,tampered_test_sample.txt,FAILED - Hash Mismatch
2026-08-31 17:54:59,testuser,Signature Verification,test_sample.txt,SUCCESS - Valid Signature
2026-08-31 17:54:58,testuser,Digital Signature,test_sample.txt,SUCCESS
2026-08-31 17:54:58,testuser,Integrity Verification,test_sample.txt,SUCCESS - Integrity Verified
2026-08-31 17:54:58,testuser,Generate Hash,test_sample.txt,SUCCESS
2026-08-31 17:54:58,testuser,File Decryption,test_sample.txt,SUCCESS
2026-08-31 17:54:58,testuser,File Transfer,enc_test_sample.txt.pqc,SUCCESS
2026-08-31 17:54:58,testuser,File Encryption,test_sample.txt,SUCCESS
